dim_year,dim_month,dim_hour,dim_user,trip_count,duration_sum,duration_avg
2021,2,22,Casual Member,143,148115,1035.77
2021,2,23,Annual Member,737,469603,637.18
2021,2,23,Casual Member,105,180276,1716.91
2021,3,0,Annual Member,745,558549,749.73
2021,3,0,Casual Member,332,492931,1484.73
2021,3,1,Annual Member,450,288652,641.45
2021,3,1,Casual Member,163,903519,5543.06
2021,3,2,Annual Member,240,163322,680.51
2021,3,2,Casual Member,102,189886,1861.63
2021,3,3,Annual Member,179,120470,673.02
2021,3,3,Casual Member,51,70620,1384.71
2021,3,4,Annual Member,219,131127,598.75
2021,3,4,Casual Member,16,56794,3549.63
2021,3,5,Annual Member,435,268546,617.35
2021,3,5,Casual Member,29,30787,1061.62
2021,3,6,Annual Member,1641,1112855,678.16
2021,3,6,Casual Member,114,185434,1626.61
2021,3,7,Annual Member,4044,2915151,720.86
2021,3,7,Casual Member,254,1169852,4605.72
2021,3,8,Annual Member,6000,4414323,735.72
2021,3,8,Casual Member,421,545205,1295.02
2021,3,9,Annual Member,4731,3263519,689.82
2021,3,9,Casual Member,509,1167505,2293.72
2021,3,10,Annual Member,4681,3385333,723.21
2021,3,10,Casual Member,820,1317860,1607.15
2021,3,11,Annual Member,5667,4343961,766.54
2021,3,11,Casual Member,1282,3337567,2603.41
2021,3,12,Annual Member,7896,5909135,748.37
2021,3,12,Casual Member,2039,3482851,1708.12
2021,3,13,Annual Member,8050,6242951,775.52
2021,3,13,Casual Member,2803,5114249,1824.56
2021,3,14,Annual Member,8655,6873918,794.21
2021,3,14,Casual Member,3276,6119521,1867.99
2021,3,15,Annual Member,9716,8059453,829.50
2021,3,15,Casual Member,3598,6558052,1822.69
2021,3,16,Annual Member,11879,10094075,849.74
2021,3,16,Casual Member,4146,6989498,1685.84
2021,3,17,Annual Member,14044,11534058,821.28
2021,3,17,Casual Member,4474,7644528,1708.66
2021,3,18,Annual Member,12059,9633568,798.87
2021,3,18,Casual Member,3967,6281616,1583.47
2021,3,19,Annual Member,8397,6805984,810.53
2021,3,19,Casual Member,2820,4055379,1438.08
2021,3,20,Annual Member,5263,3876042,736.47
2021,3,20,Casual Member,1646,2756173,1674.47
2021,3,21,Annual Member,3460,2526539,730.21
2021,3,21,Casual Member,1072,1544485,1440.75
2021,3,22,Annual Member,2160,1683829,779.55
2021,3,22,Casual Member,674,1436073,2130.67
2021,3,23,Annual Member,1454,933716,642.17
2021,3,23,Casual Member,465,642731,1382.22
2021,4,0,Annual Member,1090,715173,656.12
2021,4,0,Casual Member,671,1182907,1762.90
2021,4,1,Annual Member,604,391789,648.66
2021,4,1,Casual Member,479,819418,1710.68
2021,4,2,Annual Member,393,260499,662.85
2021,4,2,Casual Member,299,417312,1395.69
2021,4,3,Annual Member,203,126985,625.54
2021,4,3,Casual Member,140,355361,2538.29
2021,4,4,Annual Member,288,183649,637.67
2021,4,4,Casual Member,90,135482,1505.36
2021,4,5,Annual Member,595,393199,660.84
2021,4,5,Casual Member,110,151853,1380.48
2021,4,6,Annual Member,2097,1503803,717.12
2021,4,6,Casual Member,211,592586,2808.46
2021,4,7,Annual Member,4419,3195583,723.15
2021,4,7,Casual Member,402,541860,1347.91
2021,4,8,Annual Member,6233,4695240,753.29
2021,4,8,Casual Member,681,1162643,1707.26
2021,4,9,Annual Member,5809,4414180,759.89
2021,4,9,Casual Member,964,1553433,1611.45
2021,4,10,Annual Member,5722,4828727,843.89
2021,4,10,Casual Member,1710,3594435,2102.01
2021,4,11,Annual Member,7073,5675046,802.35
2021,4,11,Casual Member,2940,5344192,1817.75
2021,4,12,Annual Member,8973,7267490,809.93
2021,4,12,Casual Member,4591,8610954,1875.62
2021,4,13,Annual Member,10279,8615424,838.16
2021,4,13,Casual Member,5860,11417941,1948.45
2021,4,14,Annual Member,11027,9584280,869.16
2021,4,14,Casual Member,7166,14564399,2032.43
2021,4,15,Annual Member,12140,10358283,853.24
2021,4,15,Casual Member,7829,15337808,1959.10
2021,4,16,Annual Member,13626,11570332,849.14
2021,4,16,Casual Member,8387,16399648,1955.37
2021,4,17,Annual Member,16104,13741305,853.29
2021,4,17,Casual Member,8599,15121877,1758.56
2021,4,18,Annual Member,15005,12622221,841.20
2021,4,18,Casual Member,7808,14655939,1877.04
2021,4,19,Annual Member,11783,9658034,819.66
2021,4,19,Casual Member,6125,10011623,1634.55
2021,4,20,Annual Member,7668,5984151,780.41
2021,4,20,Casual Member,3599,5976713,1660.66
2021,4,21,Annual Member,4532,3413544,753.21
2021,4,21,Casual Member,2164,3462370,1599.99
2021,4,22,Annual Member,2902,2079921,716.72
2021,4,22,Casual Member,1603,2621178,1635.17
2021,4,23,Annual Member,1941,1345719,693.31
2021,4,23,Casual Member,1087,2411615,2218.60
2021,5,0,Annual Member,2114,1646940,779.06
2021,5,0,Casual Member,2300,4447658,1933.76
2021,5,1,Annual Member,1199,1032479,861.12
2021,5,1,Casual Member,1332,2562266,1923.62
2021,5,2,Annual Member,641,539752,842.05
2021,5,2,Casual Member,796,1414943,1777.57
2021,5,3,Annual Member,365,254866,698.26
2021,5,3,Casual Member,452,796192,1761.49
2021,5,4,Annual Member,317,344704,1087.39
2021,5,4,Casual Member,198,333867,1686.20
2021,5,5,Annual Member,869,640484,737.04
2021,5,5,Casual Member,281,494901,1761.21
2021,5,6,Annual Member,3189,2379626,746.20
2021,5,6,Casual Member,533,770063,1444.77
2021,5,7,Annual Member,7122,5593977,785.45
2021,5,7,Casual Member,981,1473395,1501.93
2021,5,8,Annual Member,9405,7374468,784.10
2021,5,8,Casual Member,1748,3069193,1755.83
2021,5,9,Annual Member,8640,6797032,786.69
2021,5,9,Casual Member,2768,5103139,1843.62
2021,5,10,Annual Member,9560,8050730,842.13
2021,5,10,Casual Member,4575,9173655,2005.17
2021,5,11,Annual Member,11659,9956720,853.99
2021,5,11,Casual Member,6975,13744723,1970.57
2021,5,12,Annual Member,14450,12602795,872.17
2021,5,12,Casual Member,10133,20865796,2059.19
2021,5,13,Annual Member,15482,13730001,886.84
2021,5,13,Casual Member,12757,26073169,2043.83
2021,5,14,Annual Member,16365,14965477,914.48
2021,5,14,Casual Member,14993,30925019,2062.63
2021,5,15,Annual Member,17627,16263673,922.66
2021,5,15,Casual Member,15631,32073191,2051.90
2021,5,16,Annual Member,19812,18008566,908.97
2021,5,16,Casual Member,16596,33499781,2018.55
2021,5,17,Annual Member,23762,21275611,895.36
2021,5,17,Casual Member,19000,35596348,1873.49
2021,5,18,Annual Member,23975,21559196,899.24
2021,5,18,Casual Member,20667,38354753,1855.85
2021,5,19,Annual Member,20247,17673465,872.89
2021,5,19,Casual Member,18894,36002886,1905.52
2021,5,20,Annual Member,15039,13268199,882.25
2021,5,20,Casual Member,13994,26183233,1871.03
2021,5,21,Annual Member,9041,7718719,853.75
2021,5,21,Casual Member,8638,16673569,1930.26
2021,5,22,Annual Member,5428,4458808,821.45
2021,5,22,Casual Member,5605,9427530,1681.99
2021,5,23,Annual Member,3592,2965808,825.67
2021,5,23,Casual Member,3764,7092392,1884.27
2021,6,0,Annual Member,3537,2771146,783.47
2021,6,0,Casual Member,3398,6448778,1897.82
2021,6,1,Annual Member,2007,1763465,878.66
2021,6,1,Casual Member,2145,3887717,1812.46
2021,6,2,Annual Member,1147,916110,798.70
2021,6,2,Casual Member,1247,2346966,1882.09
2021,6,3,Annual Member,566,408800,722.26
2021,6,3,Casual Member,741,1331532,1796.94
2021,6,4,Annual Member,528,376819,713.67
2021,6,4,Casual Member,387,535229,1383.02
2021,6,5,Annual Member,1184,851446,719.13
2021,6,5,Casual Member,356,811997,2280.89
2021,6,6,Annual Member,4482,3357674,749.15
2021,6,6,Casual Member,609,892968,1466.29
2021,6,7,Annual Member,9253,7173683,775.28
2021,6,7,Casual Member,1128,1542235,1367.23
2021,6,8,Annual Member,12205,9517142,779.77
2021,6,8,Casual Member,1823,2938312,1611.80
2021,6,9,Annual Member,10929,8666974,793.03
2021,6,9,Casual Member,2491,4033859,1619.37
2021,6,10,Annual Member,11935,9529852,798.48
2021,6,10,Casual Member,3576,6338923,1772.63
2021,6,11,Annual Member,13629,11285135,828.02
2021,6,11,Casual Member,5087,9536499,1874.68
2021,6,12,Annual Member,16465,13026655,791.17
2021,6,12,Casual Member,6906,12246494,1773.31
2021,6,13,Annual Member,16805,13648133,812.15
2021,6,13,Casual Member,8392,15992358,1905.67
2021,6,14,Annual Member,17441,14466390,829.45
2021,6,14,Casual Member,9696,18951780,1954.60
2021,6,15,Annual Member,18567,15454378,832.36
2021,6,15,Casual Member,10939,20050024,1832.89
2021,6,16,Annual Member,21676,18218835,840.51
2021,6,16,Casual Member,12134,21726630,1790.56
2021,6,17,Annual Member,28253,23897866,845.85
2021,6,17,Casual Member,13834,25447873,1839.52
2021,6,18,Annual Member,28880,24620217,852.50
2021,6,18,Casual Member,15998,29751217,1859.68
2021,6,19,Annual Member,25940,22438313,865.01
2021,6,19,Casual Member,16194,29680427,1832.80
2021,6,20,Annual Member,21234,18699568,880.64
2021,6,20,Casual Member,14897,26058852,1749.27
2021,6,21,Annual Member,14887,12632553,848.56
2021,6,21,Casual Member,10762,18295784,1700.04
2021,6,22,Annual Member,9129,7535248,825.42
2021,6,22,Casual Member,7220,13359757,1850.38
2021,6,23,Annual Member,6162,4944997,802.50
2021,6,23,Casual Member,5225,10427203,1995.64
2021,7,0,Annual Member,4474,3513041,785.21
2021,7,0,Casual Member,3915,7092292,1811.57
2021,7,1,Annual Member,2893,2165025,748.37
2021,7,1,Casual Member,2734,5666833,2072.73
2021,7,2,Annual Member,1879,1626810,865.78
2021,7,2,Casual Member,2060,3632080,1763.15
2021,7,3,Annual Member,1125,866490,770.21
2021,7,3,Casual Member,1104,2142920,1941.05
2021,7,4,Annual Member,743,512267,689.46
2021,7,4,Casual Member,604,814471,1348.46
2021,7,5,Annual Member,1477,1126580,762.75
2021,7,5,Casual Member,482,538716,1117.67
2021,7,6,Annual Member,5091,3414371,670.67
2021,7,6,Casual Member,1094,1191631,1089.24
2021,7,7,Annual Member,9805,7062499,720.30
2021,7,7,Casual Member,1868,2506948,1342.05
2021,7,8,Annual Member,13513,10061144,744.55
2021,7,8,Casual Member,2531,3331150,1316.14
2021,7,9,Annual Member,11036,8208398,743.78
2021,7,9,Casual Member,3189,4774347,1497.13
2021,7,10,Annual Member,11471,8481014,739.34
2021,7,10,Casual Member,4754,7412911,1559.30
2021,7,11,Annual Member,13458,10346643,768.81
2021,7,11,Casual Member,6570,10039991,1528.16
2021,7,12,Annual Member,15954,11977786,750.77
2021,7,12,Casual Member,8053,12347935,1533.33
2021,7,13,Annual Member,16146,12386855,767.18
2021,7,13,Casual Member,9545,16053130,1681.84
2021,7,14,Annual Member,16896,13245604,783.95
2021,7,14,Casual Member,10947,17623976,1609.94
2021,7,15,Annual Member,18109,14193363,783.77
2021,7,15,Casual Member,11790,18187522,1542.62
2021,7,16,Annual Member,20622,16301158,790.47
2021,7,16,Casual Member,12432,18335347,1474.85
2021,7,17,Annual Member,27165,21602278,795.22
2021,7,17,Casual Member,15274,22930184,1501.26
2021,7,18,Annual Member,27091,21841200,806.22
2021,7,18,Casual Member,16485,24388656,1479.45
2021,7,19,Annual Member,23830,19575060,821.45
2021,7,19,Casual Member,16522,25265906,1529.23
2021,7,20,Annual Member,19004,15590171,820.36
2021,7,20,Casual Member,14720,22665302,1539.76
2021,7,21,Annual Member,13642,11298582,828.22
2021,7,21,Casual Member,10899,16975976,1557.57
2021,7,22,Annual Member,9236,8181346,885.81
2021,7,22,Casual Member,8096,12637286,1560.93
2021,7,23,Annual Member,7001,5500260,785.64
2021,7,23,Casual Member,5601,9366319,1672.26
2021,8,0,Annual Member,4804,3730771,776.60
2021,8,0,Casual Member,4742,8360880,1763.15
2021,8,1,Annual Member,3008,2215998,736.70
2021,8,1,Casual Member,3249,5526352,1700.94
2021,8,2,Annual Member,2130,1664035,781.24
2021,8,2,Casual Member,2476,4724112,1907.96
2021,8,3,Annual Member,1230,877192,713.16
2021,8,3,Casual Member,1293,2306158,1783.57
2021,8,4,Annual Member,875,566966,647.96
2021,8,4,Casual Member,728,1298900,1784.20
2021,8,5,Annual Member,1477,924411,625.87
2021,8,5,Casual Member,662,710465,1073.21
2021,8,6,Annual Member,5333,3459591,648.71
2021,8,6,Casual Member,1126,1159334,1029.60
2021,8,7,Annual Member,9912,6876349,693.74
2021,8,7,Casual Member,2376,2603734,1095.85
2021,8,8,Annual Member,14650,10595387,723.23
2021,8,8,Casual Member,3633,4378430,1205.18
2021,8,9,Annual Member,12623,8871764,702.83
2021,8,9,Casual Member,4426,5474140,1236.81
2021,8,10,Annual Member,12006,8763127,729.90
2021,8,10,Casual Member,6111,9126123,1493.39
2021,8,11,Annual Member,13965,10033829,718.50
2021,8,11,Casual Member,8208,11890431,1448.64
2021,8,12,Annual Member,16759,12161248,725.65
2021,8,12,Casual Member,10315,14923058,1446.73
2021,8,13,Annual Member,16584,12315599,742.62
2021,8,13,Casual Member,11857,17796337,1500.91
2021,8,14,Annual Member,17100,12749556,745.59
2021,8,14,Casual Member,12906,19042432,1475.47
2021,8,15,Annual Member,18480,14088678,762.37
2021,8,15,Casual Member,14018,20246621,1444.33
2021,8,16,Annual Member,22414,16782885,748.77
2021,8,16,Casual Member,15127,21848948,1444.37
2021,8,17,Annual Member,28640,21979082,767.43
2021,8,17,Casual Member,16823,23822230,1416.05
2021,8,18,Annual Member,28820,22623954,785.01
2021,8,18,Casual Member,17371,25779921,1484.08
2021,8,19,Annual Member,24886,20002940,803.78
2021,8,19,Casual Member,16469,24188226,1468.71
2021,8,20,Annual Member,19366,15563358,803.64
2021,8,20,Casual Member,13231,19520009,1475.32
2021,8,21,Annual Member,13490,11010575,816.20
2021,8,21,Casual Member,9393,14268567,1519.06
2021,8,22,Annual Member,9886,8328450,842.45
2021,8,22,Casual Member,7633,11007582,1442.10
2021,8,23,Annual Member,7478,5902073,789.26
2021,8,23,Casual Member,6164,9725789,1577.84
2021,9,0,Annual Member,3556,2562484,720.61
2021,9,0,Casual Member,2463,3789151,1538.43
2021,9,1,Annual Member,2313,1686841,729.29
2021,9,1,Casual Member,1690,2570017,1520.72
2021,9,2,Annual Member,1534,1134782,739.75
2021,9,2,Casual Member,1346,1953485,1451.33
2021,9,3,Annual Member,950,647204,681.27
2021,9,3,Casual Member,720,1687934,2344.35
2021,9,4,Annual Member,592,437995,739.86
2021,9,4,Casual Member,484,812175,1678.05
2021,9,5,Annual Member,1446,856054,592.02
2021,9,5,Casual Member,596,575435,965.49
2021,9,6,Annual Member,4495,2843768,632.65
2021,9,6,Casual Member,1107,1048665,947.30
2021,9,7,Annual Member,9840,6559855,666.65
2021,9,7,Casual Member,2438,2186013,896.64
2021,9,8,Annual Member,15136,10490130,693.06
2021,9,8,Casual Member,4191,4278818,1020.95
2021,9,9,Annual Member,13016,8848628,679.83
2021,9,9,Casual Member,4699,5775411,1229.07
2021,9,10,Annual Member,12003,8254544,687.71
2021,9,10,Casual Member,5872,7731511,1316.67
2021,9,11,Annual Member,14204,10025715,705.84
2021,9,11,Casual Member,8012,10986933,1371.31
2021,9,12,Annual Member,16896,11752980,695.61
2021,9,12,Casual Member,10240,14695919,1435.15
2021,9,13,Annual Member,16594,12282073,740.15
2021,9,13,Casual Member,11417,15850089,1388.29
2021,9,14,Annual Member,17347,13028038,751.03
2021,9,14,Casual Member,12556,17883368,1424.29
2021,9,15,Annual Member,18993,14383496,757.31
2021,9,15,Casual Member,13535,20785860,1535.71
2021,9,16,Annual Member,22277,18034251,809.55
2021,9,16,Casual Member,14363,20302139,1413.50
2021,9,17,Annual Member,28893,21623075,748.38
2021,9,17,Casual Member,16239,23812183,1466.36
2021,9,18,Annual Member,27460,20434343,744.15
2021,9,18,Casual Member,16608,23604701,1421.28
2021,9,19,Annual Member,21472,16175981,753.35
2021,9,19,Casual Member,13052,17938888,1374.42
2021,9,20,Annual Member,14555,10815375,743.07
2021,9,20,Casual Member,9102,12923194,1419.82
2021,9,21,Annual Member,10454,7786355,744.82
2021,9,21,Casual Member,6453,8327242,1290.45
2021,9,22,Annual Member,7851,5662765,721.28
2021,9,22,Casual Member,5403,7549235,1397.23
2021,9,23,Annual Member,5706,4126097,723.12
2021,9,23,Casual Member,3977,6324656,1590.31
2021,10,0,Annual Member,1851,1191814,643.88
2021,10,0,Casual Member,3651,3591805,983.79
2021,10,1,Annual Member,1277,807615,632.43
2021,10,1,Casual Member,2434,3448762,1416.91
2021,10,2,Annual Member,855,584643,683.79
2021,10,2,Casual Member,1925,2099694,1090.75
2021,10,3,Annual Member,493,337234,684.04
2021,10,3,Casual Member,1181,1423371,1205.23
2021,10,4,Annual Member,313,185052,591.22
2021,10,4,Casual Member,678,721539,1064.22
2021,10,5,Annual Member,755,430402,570.07
2021,10,5,Casual Member,939,682858,727.22
2021,10,6,Annual Member,2152,1259718,585.37
2021,10,6,Casual Member,2829,1945691,687.77
2021,10,7,Annual Member,4702,3054063,649.52
2021,10,7,Casual Member,5816,4656810,800.69
2021,10,8,Annual Member,7445,4979461,668.83
2021,10,8,Casual Member,10087,7800769,773.35
2021,10,9,Annual Member,6295,4525789,718.95
2021,10,9,Casual Member,9423,7303197,775.04
2021,10,10,Annual Member,5572,3757594,674.37
2021,10,10,Casual Member,9464,8201808,866.63
2021,10,11,Annual Member,6825,4593532,673.04
2021,10,11,Casual Member,11948,12049968,1008.53
2021,10,12,Annual Member,7835,5195184,663.07
2021,10,12,Casual Member,14224,13767315,967.89
2021,10,13,Annual Member,7758,5384528,694.06
2021,10,13,Casual Member,14558,15683552,1077.32
2021,10,14,Annual Member,7999,5602025,700.34
2021,10,14,Casual Member,15851,16249283,1025.13
2021,10,15,Annual Member,9049,6337729,700.38
2021,10,15,Casual Member,17199,17752095,1032.16
2021,10,16,Annual Member,10716,7546544,704.23
2021,10,16,Casual Member,19746,19268784,975.83
2021,10,17,Annual Member,13550,9633219,710.94
2021,10,17,Casual Member,23214,24157703,1040.65
2021,10,18,Annual Member,12370,8932540,722.11
2021,10,18,Casual Member,21088,20978148,994.79
2021,10,19,Annual Member,8865,6242829,704.21
2021,10,19,Casual Member,15008,15659010,1043.38
2021,10,20,Annual Member,6004,4524462,753.57
2021,10,20,Casual Member,10693,10560225,987.58
2021,10,21,Annual Member,4682,3245396,693.16
2021,10,21,Casual Member,8727,8601712,985.64
2021,10,22,Annual Member,3730,2594910,695.69
2021,10,22,Casual Member,7039,6955077,988.08
2021,10,23,Annual Member,2696,1875275,695.58
2021,10,23,Casual Member,5093,4901502,962.40
2021,11,0,Annual Member,1018,643763,632.38
2021,11,0,Casual Member,2073,1823296,879.54
2021,11,1,Annual Member,772,461795,598.18
2021,11,1,Casual Member,1473,1208143,820.19
2021,11,2,Annual Member,502,305185,607.94
2021,11,2,Casual Member,1040,1681014,1616.36
2021,11,3,Annual Member,252,179398,711.90
2021,11,3,Casual Member,623,525819,844.01
2021,11,4,Annual Member,198,130629,659.74
2021,11,4,Casual Member,484,347049,717.04
2021,11,5,Annual Member,558,296954,532.18
2021,11,5,Casual Member,671,615239,916.90
2021,11,6,Annual Member,1772,1017702,574.32
2021,11,6,Casual Member,2602,1713899,658.69
2021,11,7,Annual Member,3805,2333045,613.15
2021,11,7,Casual Member,5237,3710433,708.50
2021,11,8,Annual Member,6077,4080241,671.42
2021,11,8,Casual Member,9402,6946553,738.84
2021,11,9,Annual Member,4617,2953688,639.74
2021,11,9,Casual Member,7680,5839258,760.32
2021,11,10,Annual Member,3892,2617857,672.63
2021,11,10,Casual Member,6824,5265752,771.65
2021,11,11,Annual Member,4652,3010533,647.15
2021,11,11,Casual Member,8128,7430093,914.14
2021,11,12,Annual Member,5330,3384430,634.98
2021,11,12,Casual Member,9759,9485207,971.94
2021,11,13,Annual Member,4991,3233017,647.77
2021,11,13,Casual Member,9811,9358094,953.84
2021,11,14,Annual Member,5039,3362750,667.34
2021,11,14,Casual Member,10179,9419167,925.35
2021,11,15,Annual Member,5633,3750158,665.75
2021,11,15,Casual Member,11175,10807884,967.15
2021,11,16,Annual Member,6836,4579655,669.93
2021,11,16,Casual Member,12912,12354463,956.82
2021,11,17,Annual Member,8651,5990313,692.44
2021,11,17,Casual Member,14602,13431854,919.86
2021,11,18,Annual Member,7237,4971029,686.89
2021,11,18,Casual Member,12311,9612464,780.80
2021,11,19,Annual Member,5368,3559014,663.01
2021,11,19,Casual Member,9020,8296749,919.82
2021,11,20,Annual Member,3755,2584684,688.33
2021,11,20,Casual Member,6518,5471156,839.39
2021,11,21,Annual Member,2884,1883063,652.93
2021,11,21,Casual Member,5163,4652534,901.13
2021,11,22,Annual Member,2297,1522127,662.66
2021,11,22,Casual Member,4179,3537862,846.58
2021,11,23,Annual Member,1631,1002199,614.47
2021,11,23,Casual Member,3008,2510694,834.67
2021,12,0,Annual Member,1357,942951,694.88
2021,12,0,Casual Member,520,608485,1170.16
2021,12,1,Annual Member,841,540445,642.62
2021,12,1,Casual Member,353,309255,876.08
2021,12,2,Annual Member,577,392289,679.88
2021,12,2,Casual Member,267,303992,1138.55
2021,12,3,Annual Member,334,188451,564.22
2021,12,3,Casual Member,158,133477,844.79
2021,12,4,Annual Member,345,199562,578.44
2021,12,4,Casual Member,137,117716,859.24
2021,12,5,Annual Member,645,377813,585.76
2021,12,5,Casual Member,182,139786,768.05
2021,12,6,Annual Member,2046,1223642,598.07
2021,12,6,Casual Member,495,445715,900.43
2021,12,7,Annual Member,3922,2361306,602.07
2021,12,7,Casual Member,768,642520,836.61
2021,12,8,Annual Member,6473,4335979,669.86
2021,12,8,Casual Member,1494,1190834,797.08
2021,12,9,Annual Member,5452,3392269,622.21
2021,12,9,Casual Member,1399,1420263,1015.20
2021,12,10,Annual Member,4969,3150598,634.05
2021,12,10,Casual Member,1493,1236801,828.40
2021,12,11,Annual Member,5647,3484411,617.04
2021,12,11,Casual Member,2057,2606526,1267.15
2021,12,12,Annual Member,6868,4267940,621.42
2021,12,12,Casual Member,2454,2322649,946.47
2021,12,13,Annual Member,6894,4399763,638.20
2021,12,13,Casual Member,2718,2717670,999.88
2021,12,14,Annual Member,7006,4528267,646.34
2021,12,14,Casual Member,2960,3881367,1311.27
2021,12,15,Annual Member,7941,5251136,661.27
2021,12,15,Casual Member,3316,3368168,1015.73
2021,12,16,Annual Member,8978,6046922,673.53
2021,12,16,Casual Member,3277,4765036,1454.08
2021,12,17,Annual Member,10096,6836618,677.16
2021,12,17,Casual Member,3252,3105945,955.09
2021,12,18,Annual Member,8370,5542269,662.16
2021,12,18,Casual Member,2985,3023993,1013.06
2021,12,19,Annual Member,6312,4022113,637.22
2021,12,19,Casual Member,2349,2571099,1094.55
2021,12,20,Annual Member,4470,2866251,641.22
2021,12,20,Casual Member,1760,1676956,952.82
2021,12,21,Annual Member,3564,2335016,655.17
2021,12,21,Casual Member,1322,1306542,988.31
2021,12,22,Annual Member,2745,1721960,627.31
2021,12,22,Casual Member,1053,1885439,1790.54
2021,12,23,Annual Member,2189,1381211,630.98
2021,12,23,Casual Member,850,804384,946.33
2022,1,0,Annual Member,394,237533,602.88
2022,1,0,Casual Member,201,248659,1237.11
2022,1,1,Annual Member,250,138771,555.08
2022,1,1,Casual Member,110,498359,4530.54
2022,1,2,Annual Member,171,97211,568.49
2022,1,2,Casual Member,102,113566,1113.39
2022,1,3,Annual Member,94,81883,871.10
2022,1,3,Casual Member,54,1526418,28267.00
2022,1,4,Annual Member,143,94890,663.57
2022,1,4,Casual Member,71,72205,1016.97
2022,1,5,Annual Member,300,192824,642.75
2022,1,5,Casual Member,108,85382,790.57
2022,1,6,Annual Member,821,538304,655.67
2022,1,6,Casual Member,207,214319,1035.36
2022,1,7,Annual Member,1506,1086387,721.37
2022,1,7,Casual Member,344,474104,1378.21
2022,1,8,Annual Member,2126,1411730,664.03
2022,1,8,Casual Member,571,448693,785.80
2022,1,9,Annual Member,1779,1136413,638.79
2022,1,9,Casual Member,540,472923,875.78
2022,1,10,Annual Member,1791,1155753,645.31
2022,1,10,Casual Member,615,869731,1414.20
2022,1,11,Annual Member,2049,1387416,677.12
2022,1,11,Casual Member,861,800737,930.01
2022,1,12,Annual Member,2630,1812150,689.03
2022,1,12,Casual Member,1102,1133427,1028.52
2022,1,13,Annual Member,2676,1777117,664.09
2022,1,13,Casual Member,1321,1453302,1100.15
2022,1,14,Annual Member,2793,2366985,847.47
2022,1,14,Casual Member,1491,1497708,1004.50
2022,1,15,Annual Member,3117,2099446,673.55
2022,1,15,Casual Member,1508,1974951,1309.65
2022,1,16,Annual Member,3644,2572756,706.03
2022,1,16,Casual Member,1659,1724026,1039.20
2022,1,17,Annual Member,3891,2655003,682.34
2022,1,17,Casual Member,1478,1489364,1007.69
2022,1,18,Annual Member,3313,2256110,680.99
2022,1,18,Casual Member,1265,2420546,1913.48
2022,1,19,Annual Member,2468,2119351,858.73
2022,1,19,Casual Member,978,1291916,1320.98
2022,1,20,Annual Member,1721,1127098,654.91
2022,1,20,Casual Member,707,898303,1270.58
2022,1,21,Annual Member,1224,765826,625.67
2022,1,21,Casual Member,416,2670666,6419.87
2022,1,22,Annual Member,828,531306,641.67
2022,1,22,Casual Member,303,289280,954.72
2022,1,23,Annual Member,605,377896,624.62
2022,1,23,Casual Member,207,154500,746.38
2022,2,0,Annual Member,522,312530,598.72
2022,2,0,Casual Member,227,826148,3639.42
2022,2,1,Annual Member,325,201723,620.69
2022,2,1,Casual Member,146,124264,851.12
2022,2,2,Annual Member,219,131895,602.26
2022,2,2,Casual Member,126,112726,894.65
2022,2,3,Annual Member,131,74575,569.27
2022,2,3,Casual Member,54,47114,872.48
2022,2,4,Annual Member,118,69124,585.80
2022,2,4,Casual Member,91,60352,663.21
2022,2,5,Annual Member,279,138665,497.01
2022,2,5,Casual Member,125,90914,727.31
2022,2,6,Annual Member,1027,556281,541.66
2022,2,6,Casual Member,296,217993,736.46
2022,2,7,Annual Member,1824,1118136,613.01
2022,2,7,Casual Member,563,414701,736.59
2022,2,8,Annual Member,2876,1906905,663.04
2022,2,8,Casual Member,933,723806,775.78
2022,2,9,Annual Member,2306,1423562,617.33
2022,2,9,Casual Member,962,878935,913.65
2022,2,10,Annual Member,2011,1221403,607.36
2022,2,10,Casual Member,822,698117,849.29
2022,2,11,Annual Member,2310,2128823,921.57
2022,2,11,Casual Member,976,902363,924.55
2022,2,12,Annual Member,2729,1666618,610.71
2022,2,12,Casual Member,1296,2206292,1702.39
2022,2,13,Annual Member,2770,1742764,629.16
2022,2,13,Casual Member,1426,1302951,913.71
2022,2,14,Annual Member,2893,1917608,662.84
2022,2,14,Casual Member,1435,1605293,1118.67
2022,2,15,Annual Member,3196,2061407,645.00
2022,2,15,Casual Member,1563,1440828,921.83
2022,2,16,Annual Member,3691,2493710,675.62
2022,2,16,Casual Member,1744,1589063,911.16
2022,2,17,Annual Member,4573,3177661,694.87
2022,2,17,Casual Member,2026,1891102,933.42
2022,2,18,Annual Member,3995,2645390,662.18
2022,2,18,Casual Member,1791,1649627,921.06
2022,2,19,Annual Member,2969,2397609,807.55
2022,2,19,Casual Member,1356,1470518,1084.45
2022,2,20,Annual Member,2086,1371518,657.49
2022,2,20,Casual Member,951,1256242,1320.97
2022,2,21,Annual Member,1585,965395,609.08
2022,2,21,Casual Member,709,615433,868.03
2022,2,22,Annual Member,1203,769862,639.95
2022,2,22,Casual Member,472,400407,848.32
2022,2,23,Annual Member,849,505251,595.11
2022,2,23,Casual Member,336,253129,753.36
2022,3,0,Annual Member,1120,668276,596.68
2022,3,0,Casual Member,765,858248,1121.89
2022,3,1,Annual Member,790,468722,593.32
2022,3,1,Casual Member,516,727173,1409.25
2022,3,2,Annual Member,561,357436,637.14
